id,gods_name_id,lang,name,short_meaning_key,short_meaning_val,meanings_key,meanings_val
172,288,ar,Al-Khāliq,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  مُوْجِدُ الموجودات كلِّها ومُخْتَرِعُها ومبدعها على غَيرِ مِثالٍ سابِقٍ.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (الخَالِقُ يَقْتَضِي الإبْدَاعَ والتَّقْدِيرَ).</p><p>∎ قال ابنُ القيم: (اللهُ سبحانه بِذاتِهِ وصفاتِهِ الخَالقُ، وكُلُّ ما عَدَاه مَخلوقٌ، وذلك عُمُومٌ لا تَخْصيصَ فيه بِوَجْهٍ، إذ ليس إلا الخالقُ والمخلوقُ، واللهُ وحدَهُ الخالقُ وما سِواهُ كُلُّهُ مَخْلوقٌ).</p><p>∎ قال السعديُّ: (الذي خَلَقَ جَميعَ المَوجَوداتِ).</p><p><br></p><p><br></p><p><br></p>"
173,289,ar,Al-Qahhār,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الذي خَضَعَتْ له جميعُ الكائِنات، وذَلَّتْ له جميعُ المخلوقات، ودَانَتْ لقدرتِهِ ومشيئتِهِ، المذلّ عباده والمستعبد خلقه، العالي عليهم، الغالب الذي خضعت له الرقاب وعنت له الوجوه، والقهّار مبالغة من القاهر.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال الحَليمي: (الذي يَقهر ولا يُقهر بحال).</p><p>∎ قال الخطابي: (الذي قهر الجبابرة من عتاة خلقه بالعقوبة، وقهر الخلق كلهم بالموت).</p><p>∎ قال ابن القيم في نونيته:</p><p>(وَكذلِكَ القّهَّارُ مِنْ أوْصَافِهِ</p><p>فَالخَلْقُ مَقْهُورُونَ بِالسُّلْطَانِ</p><p>لَوْ لَمْ يَكُنْ حَيًّا عَزِيزًا قَادِرًا</p><p>مَا كَانَ مِنْ قَهْرٍ وَمِنْ سُلْطانِ).</p><p><br></p><p><br></p>"
174,290,ar,Al-Wahhāb,المعنى المختصر,"<h4 class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span> هو واسِعُ العَطَايا والهِبَات، الذي شَملَ الكائناتِ بأسرِها بِكَرَمِهِ وجُودِهِ، كثير المواهب لخلقه فضلًا منه وإحسانًا.</h4>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال الخَطّابي: (هو الذي يَجودُ بالعطاءِ عن ظَهرِ يَدٍ مِن غيرِ استثابة).</p><p>∎ قال ابنُ القيم في نونيته:</p><p>(وكذلك الوَهّابُ مِن أسمائِهِ</p><p>فانظر مَواهِبَه مَدى الأزمانِ</p><p>أهلُ السماواتِ العلى والأرضِ عن</p><p>تلك المَوَاهِبِ ليس يَنْفَكَّانِ).</p><p>∎ قال السعدي: (واسِعُ العطايا والهِبات، كثيرُ الإحسانِ الذي عَمَّ جُودُكَ جميعَ البَرِيَّات).</p>"
175,291,ar,Ar-Razzāq,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">  المُتَكَفِّلُ بأرزاقِ العبادِ التي بِها قوامُ قُلوبِهِم وأبدانِهِم، والمتكفل برزق مَن في السماوات والأرض برًا كان أو فاجرًا، ثم يرزق أولياءه رزقًا خاصًا بقلوبهم فيزيدها إيمانًا وحكمةً، وينمي أجسادهم بالرزق الحلال، وهو اسم دالٌ على كثرة رزقه لخلقه</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (يَرزُقُ ولا يُرْزَق، يَرزُقُ عبادَهُ ويَنصُرُهُم ويَهدِيهِم ويُعافِيهم، بما خَلَقَه مِن الأسباب التي هي مِن خلقِهِ، والتي هي مُفتَقِرةٌ إليه كافتقارِ المُسَبَّبَاتِ إلى أسبابِها).</p><p>∎ قال ابنُ القيم: (رَزَقَ البَدَنَ الطعامَ والشرابَ، ورَزَقَ القَلبَ الإيمانَ والمَعرِفةَ).</p><p>∎ قال السعدي: (الرَّزّاقُ لِجَميعِ المخلوقات، فما مِن مَوجودٍ في العالَمِ العُلويِّ والعالَمِ السُّفْليِّ إلا مُتَمَتِّعٌ بِرزقِهِ مَغمورٌ بكَرَمِهِ).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
176,292,ar,Al-‘Alīm,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span> المُحِيْطُ عِلْمُهُ بِكُلِّ شيءٍ.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span>∎ قال ابنُ تيمية: (العالِم بالمعلومات، ولا يَعلَمُ أحدٌ شيئًا إلا بِتَعْلِيمِهِ).</p><p>∎ قال ابنُ القيم: (العَلِيمُ الذي سَلِمَ عِلْمُهُ أنْ يَعْزُبَ عنه مِثقالُ ذَرَّةٍ، أو يَغِيْبَ عنه مَعلومٌ مِن المَعلومات).</p><p>∎ قال السعدي: (هو الذي أَحَاطَ عِلْمُهُ بِالظَّواهرِ والبَوَاطِنِ، والإِسرارِ والإعلانِ، والوَاجِباتِ والمُستَحيلات والمُمْكِنَاتِ، وبالعَالَمِ العُلْويِّ والسُّفْلِي، وبالماضِي والحاضِرِ والمُستَقبل، فلا يَخْفى عليه شيءٌ من الأشياء).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
177,293,ar,As-Samī‘,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الذي يُدْرِكُ جميعَ المَسموعات، ويَسمعُ السِّرَّ والنَّجوى، سواء عنده الجَهْر والخُفُوت، والنُّطْق والسُّكُوت، بل بكل الأصوات مهما دقّت أو عظمت، وهو المجيب لمن دعاه.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (يَسمعُ ضجيجَ الأصوات، باختلافِ اللغات، على تَفَنُّنِ الحاجات، لا يَشغَلُهُ سَمْعٌ عن سَمع، ولا تُغلطه المسائل، ولا يَتَبَرَّمُ بإلحاحِ المُلِحِّين).</p><p>∎ قال ابنُ القيم: (الذي قد استوى في سمعِهِ سِرُّ القَولِ وجَهْرِهِ، ووَسِعَ سَمعُهُ الأصوات).</p><p>∎ قال السعدي: (الذي يَسمعُ جميعَ الأصواتِ باختلافِ اللغاتِ على تفننِ الحاجات، فالسِّرُّ عنده علانيةٌ، والبعيدُ عنده قَريبٌ).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
178,294,ar,Al-Latīf,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الذي لا تَخفى عليه الأشياءُ وإنْ دَقَّت، البَرُّ بِعبادِهِ الذي يَرفق بِهِم ويُوفِّقُهم لما فيه صلاحُهُم، واسم</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (الذي يُدرِك الدَّقِيقَ [من الأمور]).</p><p>∎ قال ابنُ القيم: (الذي لَطَفَ صُنْعُهُ وحكمتُهُ ودَقَّ، حتى عَجَزَت عنه الأفهام).</p><p>∎ قال السعدي: (الذي لَطفَ علمُهُ حتى أدرك الخفايا والخبايا، وما احتوت عليه الصدور، وما في الأراضي من خفايا البُذُور، ولَطَفَ بأوليائِهِ وأصفيائِهِ، فيَسَّرَهم لليُسرى وجنَّبَهم العُسرى، وسهّل لهم كلَّ طريقٍ يُوصل إلى مرضاتِهِ وكرامتِهِ، وحفظَهم من كلِّ سببٍ ووسيلةٍ توصل إلى سخطه، من طُرُقٍ يشعرون بها، ومن طرق لا يشعرون بها، وقَدَّرَ عليهم أمورًا يكرهونها ليُنِيلَهم ما يُحِبُّون، فلطف بهم في أنفسهم فأجراهم على عوائِدِهِ الجميلة وصنائعِهِ الكريمة، ولَطَف لهم في أمورٍ خارجةٍ عنهم، لهم فيها كلُّ خيرٍ وصلاحٍ ونجاح).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
179,295,ar,Al-Khabīr,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الذي أحاط عِلمُهُ بِبَواطِنِ الأشياءِ وخفاياها، كما أحاط بظواهرها.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (الخَبِيْر بالأمور، المُطَّلِع على بواطِنِها).</p><p>∎ قال ابنُ القيم: (""الخَبير"" الذي انتهى علمُهُ إلى الإحاطةِ بِبواطِنِ الأشياءِ وخفاياها، كما أحاط بظواهِرِها).</p><p>∎ قال السعدي: (""الخَبير العَليم"" هو الذي أحاطَ علمُهُ بالظواهر والبواطِن، والإسرارِ والإعلان، والواجبات والمستحيلات والممكنات، وبالعالَمِ العُلويِّ والسُّفْليِّ، وبالماضي والحاضر والمستقبل، فلا يخفى عليه شيءٌ من الأشياء).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
180,296,ar,Al-Halīm,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  ذو الأَناةِ الذي لا يَعْجَلُ على عِبادِهِ بِعقوبَتِهِم على ذُنُوبِهِم، وهو الذي لا يُعجّل العقوبة على عباده مع قدرته على عقابهم، بل يصفح عنهم ويغفر لهم إذا استغفروه.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (الذي قَدْ كَمُلَ في حِلْمِهِ).</p><p>∎ قال ابنُ القيم: (مَن عَظُمَ حِلْمُهُ [عن الجُناةِ]، .. ولا يُعاجِلُهُم بِالعُقُوبة).</p><p>∎ قال السعدي: (""الحَليمُ"" الذي له الحِلْمُ الكامل، والذي وَسِعَ حِلْمُهُ أهلَ الكُفرِ والفُسُوقِ والعِصْيانِ، ومَنَعَ عُقُوبَتَه أنْ تَحِلَّ بأهلِ الظُّلمِ عاجلًا).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
181,297,ar,Al-‘Azhīm,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الجامِعُ لجَمِيعِ صِفاتِ الكَمَالِ والمَجدِ والكبرياءِ والعظمةِ، الذي تُحِبُّه القُلُوب وتُعَظِّمُهُ الأرواح، والذي له العظمة المطلقة في ذاته وأسمائه وصفاته؛ ولذلك وجب على الخلق أن يعظموه ويبجلّوه، وأن يعظموا أمره ونهيه.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (الذي قَد كَمُلَ في عَظَمَتِهِ).</p><p>∎ قال ابنُ القيم: (""العَظِيم"" مَن اتَّصَفَ بِصِفاتٍ كثيرةٍ مِن صِفاتِ الكَمَال).</p><p>∎ قال السعدي: (""العظيمُ"" الجامِعُ لجميعِ صفاتِ العَظَمَةِ والكِبْرِياء والمَجْدِ والبَهاءِ، الذي تُحِبُّه القُلُوب، وتُعَظِّمُهُ الأرواح، ويَعرِفُ العارِفونَ أَنَّ عَظَمَةَ كلِّ شيءٍ وإِنْ جَلَّتْ في الصِّفة فإنها مُضْمَحِلَّةٌ في جَانِبِ عَظَمَةِ العَلِيِّ العَظِيم).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
182,298,ar,Al-Ghafūr,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الذي يَقِي عِبادَه شَرَّ ذُنُوبِهِم، ولا يُعاقِبُهُم عليها، والذي يستر الذنب على صاحبه ولا يفضحه ولا يعاقبه عليه.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (الغَفُورُ الذي يَغفِرُ ذُنُوبَ العباد، فإنّ المَغفرةَ معناها وِقاية شَرِّ الذَّنْب، بِحيثُ لا يُعاقَبُ على الذَّنْب، فمَن غُفِر ذَنبُهُ لم يُعاقَبْ عليهِ).</p><p>∎ قال ابنُ القيم: (هو الذي يَغفِر لمَن تاب إليه).</p><p>∎ قال السعديُّ: (الغَفُورُ الذي لم يَزَلْ يَغفِرُ الذُّنوب).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
183,299,ar,Ash-Shakūr,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الذي يَشكُرُ القليلَ من العملِ بالثوابِ الجزيلِ المضاعَفِ، ويَعفو عن الكَثيرِ من الزَّللِ، والذي يقبل العمل الصالح مهما قلّ، ويثيب عليه، ويضاعف أجره، ويزيد من نعمته لعبده وثناءه عليه، والشكور أبلغ في ذلك.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (الذي يَشْكُرُ اليَسِيْرَ مِن العَمَل، ويَغفِرُ الكَثيرَ مِن الزَّلل).</p><p>∎ قال ابنُ القيم: (هو الشَّكُورُ على الحَقيقةِ؛ فإنه يُعطِي العَبدَ ويُوفِّقُهُ لِمَا يَشكُرُهُ عليه، ويَشكُرُ القليلَ من العملِ والعطاءِ فلا يَستقِلُّهُ أنْ يَشكرَه، ويَشكُرُ الحسنةَ بِعشرِ أمثالِها الى أضعافٍ مُضاعَفَةٍ، ويَشكُرُ عبدَه بِقولِهِ بأنْ يَثنيَ عليه بين ملائكتِهِ وفى مَلَئِهِ الأعلى).</p><p>∎ قال السعدي: (هو الذي يَشكُرُ القليلَ مِن العملِ الخالِصِ النَّقِيِ النافِع، ويَعفُو عن الكثيرِ مِن الزَّلَلِ، ولا يضيع أجرَ مَن أحسن عملًا؛ بل يُضاعِفُهُ أضعافًا مُضاعفة بغير عَدٍّ ولا حِسابٍ).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
184,300,ar,Al-Kabīr,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  العَظيمُ الذي كلُّ شيءٍ دونَه، ولا شيءَ أعظمَ منه، العظيم في ذاته وأوصافه وأفعاله، وليس شيء أعظم منه بل كلّ ما سواه صغير في جنب جلاله عز وجل.</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (العَظِيْمُ الذي لا تُدرِكُهُ الأبصارُ، وهو يُدرِكُ الأبصارَ، وهو سبحانه أَكْبَرُ مِن كلِّ شيء).</p><p>∎ قال ابنُ القيم: (فالكَبِيْرُ يُوصَفُ بِهِ الذّاتُ، وصفاتُها القائمةُ بها).</p><p>∎ قال السعدي: (الذي هو أَكْبَرُ مِن كلِّ شيء، وأَعْظَمُ مِن كل شيء، وأجَلُّ وأعلى، وله التعظيم، والإجلالُ في قلوبِ أوليائِهِ وأصفيائِهِ، قد مُلِئتْ قلوبُهُم من تعظيمِهِ وإجلالِهِ والخضوعِ له والتذلُّلِ لكبريائِهِ).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
185,301,ar,Al-Hafīzh,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-cursor"">﻿</span>  الذي حَفِظَ ما خَلَقَه، وأَحاطَ عِلمُهُ بما أَوجَدَه، وحَفِظ أولياءَه مِن وقوعِهِم في الذنوب والهَلَكات، وأحصى على العباد أعمالَهم وجزاءَها، واسم</p>",أقوال العلماء,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span>∎ قال ابنُ تيمية: (حَفِيظٌ لا يَنْسى).</p><p>∎ قال ابنُ القيم في نونيته:</p><p>(وهو الحَفيظُ عليهِمُ، وهو الــ</p><p>ـكَفِيلُ بِحفظِهِم مِن كُلِّ أَمْرٍ عانِ).</p><p>∎ قال السعدي: (""الحَفيظ"" الذي حَفِظ ما خَلَقَه، وأَحَاطَ عِلْمُهُ بما أَوْجَدَه، وحَفِظ أولياءَه مِن وقوعِهِم في الذنوب والهَلَكات، ولَطَفَ بِهِم في الحركات والسَّكَنات، وأحصى على العباد أعمالَهم وجزاءَها).</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><br></p>"
